"","text"
"5674","maaf versi ituh apah yah emang wajib wajib ketik dimananya yah"
"5675"," susah akses bpjs kesehatan dipermudah tolong diperbaiki pakai ponsel samsung galaxy "
"5676"," pendaftaran peserta cetak kartu bpjs kantor bpjs langsung mohon perbaikan"
"5677","susah tlp tolong layanan ny kasian orang butuh gmn pelayanan pemerintah gini coba ad bpjs hub skrng susah tlp corona urus ny jg susah"
"5678"," erorr masuk loadingnya trus ubaah data eror tolong diperbaiki memudahkan warga membutuhkancepet dibenerin ubah datanya biar orang repot"
"5679","syaa login gagal trus dgn ket nama kandung sesuai data udah mohon bantuannya pusing "
"5680"," logout ya apaaa dimasukan ulang user name password ya ditulis terdaftar mohon info yaağ"
"5681","mohon perhatikan ngecek membayar iuran susah notiv pengguna patuh iuran mohon perbaiki sistemya trimakasih"
"5682","maaf ğ knpa gagal instal menerus"
"5683","update opsional update versi dibuka"
"5684"," heran knp ya log in bilang id tdk valid mskipun sy mencoba berkali memasukan data sesuaii dng data kartu bpjs ktp sy tp tdk log in ğğğ tolong diperbaiki lagii sy lg butuh "
"5685"," terdaftar gagal karna notif id mesti digit nomor bpjs digit tolong perbaiki"
"5686"," login kehilangan email masuk daftar email "
"5687","tolongdi res mendpatkn kode verifikasi butuh "
"5688"," kali buka notif update update dibuka jarak update "
"5689"," rakyat pasan beli paketan ajh murah masak daftar ajh pulsa daftar pakai pulsa beli pulsa paketan ajh beli paketan"
"5690"," update mulu udah update ttp lambatngk proses tolong perbaiki pengguna kecewa ğ "
"5691"," logout trus buka login repotbuat login pake sidik jari min ikutin zaman "
"5692","masuk no bpjs password salah captcha coba reset password pake password salah captcha ratusan kali nyoba captcha bingung sy ğ"
"5693"," ya captcha gk muncul login mohon diperbaiki kecepatan aplikasinya lemot pdhl sy pake provider telkomsel terimakasih semoga kedepannya lg"
"5694"," gk daftar data gk terinfeksi menyetujuitapi gk daftartolong diperbaiki yaa"
"5695"," cemna mobile jkn suruh buka jam pagi tanggal ny tpi udh jam siang atw mmng buka ny jam pagi ajatolong konfirmasi ny"
"5696","aneh pgn login ngg hbs ganti hp login wlwpun lupa sandi tp kn diverifikasi ulang inimah muncul no bpjs blm trdaftar sblm ganti hp lancar payahhhhh"
"5697"," akun bpjs kesehatan log out dah gt hrs log in tp hrs daftar coba tolong "
"5698"," update suruh login ulang lupa passwordnya reset password transaksi lakukan bisanya kapann butuh login"
"5699","susah login otp pulsa kirim otp verifikasi lanjutan otp terima otp input jkn mobile gimana sih develop membantu"
"5700"," ya kali masuk akunnya notif upgrade upgrade masukkin no bpjs beserta passwordnya"
"5701"," nggak terdaftar daftar pakai ktp tdk bsa jugasaya mengubah email bpjs kesehatan mnjdi email "
"5702"," update masuk gambar capchta gimana aman ngcek"
"5703"," ya min pembayaran melalaui banking bri kemaren "
"5704","tolong perbaiki bagus kecewa kaena upgrade kunjung selesai kali mengecewakan"
"5705"," pengaduan tertulis tekan tombol laporkan respon mohon dibantu trims"
"5706"," update teruuus ribet banget app mobile banking sj ribet nyuruh update hrs pakai no bpjs lg ribitribet banget"
"5707"," mendaftar nomor hp masukan ditanggapi "
"5708"," rubah data ujungnya telpon cs mahall menitnya"
"5709","udah masukin no hpmalah "
"5710","gimna ya ganti status kepesertaan mandiri pemerintah udah bayar iurannya diurus online"
"5711","aplikasinya bagus tau tagihan cuman seminggu up date suruh up date buka suruh up date mulu"
"5712"," telat bayar iuran bpjs pagi td sdah lunasi tp knpa apps beritahukan sya blum bayar anggota an non aktif krna premi mohon penjelasan "
"5713","kecawa dg instal daftar login log out login naikan iuran bpjs ya ambil kelas bayarnya kesulitan ditambah gaji kebutuhan rumah tangga "
"5714","update updatepas membutuhkan nunggu update selesai"
"5715","update mulu deh ah buka update"
"5716","maaf rivet ya update update update buka ya"
"5717","tolonglah perbaiki sistemnya tarif tp sistem ngga perbaiki bayar mobile menu bayar eror gimana sih kecewa "
"5718","tolong diperbaiki maintenance kartu peserta perubahan faskes loading berhasil masuk kolom peserta tagihan terima kasih"
"5719"," ribetudah terdaptar log in ulang nyata nyata gk akses perbaiki lagijangan konotasi layanan publik beres"
"5720"," download sdh berulang kali update update tdk masuk aplikasijadi gazebo banget nih aplikasidari daftar ribet "
"5721","mohon solusi aplikasinya login buka notif versi update versi terbaru"
"5722"," update versi lawas loading data informasi ditawarkan iklan"
"5723","tolong aplikasinya diperbaiki login updatelha update kalikalau mempermudah pelayanan ribet"
"5724"," aj perubahan tgl lahir perubahan alamt sedih tolong benahi bos akses perubahan tgl lahir"
"5725"," jelan jkn mobile akses fitur tutup buka tgl skrang udah tgl "
"5726","costumer care udh kirim keluhan ganti data no tlp utk mobile infonya xjam ditanggapi perubahan tlp tersambung low response"
"5727","heran buka diupdate klo update lgsg nutup gt aplikasinya perasaan sesering update "
"5728"," pindah faskestp susah masuk data verifikasinyatolong mudah pindah faskesterima kasih"
"5729"," jkn update masuk udah masukin akun sandi tp gagal tolong diperbaiki lg gan"
"5730"," bener kecewatadi cek tanda pembayaran bpjs cek tanda pembayaran hilang "
"5731"," login prosedur jkn login mohon info "
"5732","kebanyakan update berobat kuudu online duluklo online lambat ngelayanin pemerintah so so so so "
"5733"," buka jkn update kmren update update apaapaan aplikasinya"
"5734","bayar bulantp berobat faskes lanjutan poliklinik rumah sakit obatnya nebus diluar alasannya stok obatnya drmh sktjd nebus apotik dluar rmh sktkeluar biaya lgsm aj bodong"
"5735"," berusaha masuk tp slalu salah nama pengguna paswrd bpjs diganti bpjs kis mohon bantuannya ğ"
"5736"," sdh relaksasi tunggakan oktober sdh daftar cicilan liat skrg jd hilang cicilan skrg premi dicicilaneh"
"5737"," registerkode verifikasi munculgmn pake iniregister gk bisatolobg diperbaiki "
"5738","stoooop nyuruh update mulu ngga tenang jaminan kesehatan buka disuruh update sehat sutress"
"5739","aduh koq update muter biar bintang menilai"
"5740","perbarui no hp terdaftar telp cc harionline mudah cepatudah berubah msh nope lamasy pindah faskes tertunda ujugnya brobat bs gunain kiskecewa"
"5741","kadang lelet history hilang update tdk update tdk dibuka kecewa "
"5742"," dibuka mendaftar peserta bpjs kesehatan memasukan nik dibilang data ditemukan"
"5743","mohon maaf mendaftarkan tp keterangannya nik update sja dukcapil gimana ya"
"5744","bolak dafar visa sihkatanya email sesuai dgn sistemmaksudnya sih admin tolong dibantu "
"5745"," daftar online peserta bpjs kesehatan bayar pembayaran minggu dapt no id kartu mohon bantuannya"
"5746"," update trs klo update perubahannya signifikan kasian hpnua ckup update mohon update"
"5747","ko lemot si server dibuka buffering sinyal oke ganti wifi ajah buffering wkwkwk ko server lemot tolong perbaikinn orang butuh ko lemot "
"5748"," pendaftaran mobile jkn sulit valid kadang tanggal lahir salah bugyg mohon pencerahannya"
"5749"," tanyaaa sebenernya april ituu tarif normal terlanjur membayar pake aturan taun uang kembalikan potong mei"
"5750"," ngurus ubah stasus susah banget nelfon berkalikali diputus ngabisngabisin pulsa doang gaada solusi bpjs pemerintah bantuin masyarakat susah korupsi mankanya duitnya"
"5751"," kali update punaplikasi susah bukabuat suasah buka pakai"
"5752"," login ngga sekalinya disuruh perbaharui udh diperbaharui tetep ngga login gimana ya"
"5753"," kemarin mendaftar pengguna mobile verifikasi nohp tunggu kemarin"
"5754"," iya dah buka transaksi proses coba tolong perhatikan "
"5755"," eror ganti faskes eh ujung tetep petugas daftar by eh rs blm pd update belom terintegrasi dgn tlp call center angkat"
"5756"," bingung ya daftar ko udh kedaftar yaa gatau pasword jdi gimna cek bingung dch daftar jadinyadatanya ganda pdahal daftar gimana donk disdukcapil tanggapannya"
"5757","aplikasinya bagustetapi masukkan faskes ganti alamat disimpan berulangulang ketik trus simpan ya"
"5758"," udah update login captcha nggak udah coba hp berbeda nggak muncul captcha tolong solusinya admin"
"5759"," daftar isi alamat ya"
"5760","masak kali buka app notif update check dibayar tlg ubah ya set gk buka app ngak update makasi"
"5761"," ngemis update kayak update pake kuota sekedar saran update berbentuk opsional mending sy kasih bintang"
"5762"," kali buka apl suruh update lagipusing gue"
"5763"," suruh login masukkan nmr peserta tertulis terdaftar trs bbrp coba perubahan nomor peserta ato bgmn "
"5764","niat sih mending deh loading mulu masuk ujungujungnya timeout trus ğ"
"5765"," mobile jkn update versi tolong perbaiki profil kartu "
"5766","aduuuhh maaf aplikasinya update sih lho ribet pisan masukin login login login "
"5767"," log out pembayaran update versi terbaru "
"5768","mohon diperbaharui mohon pengaturan mengubah nomor hp email nomor hp didaftarkan berbeda"
"5769"," dibuka apdet muluk efisien ketinggalan kartu dibuka pake apdet ditunda dlu gabisa ribet "
"5770"," pakai ta akses jalur offline adakh solusi admin admin "
"5771","maksutnya dimasukan nik keluarnya data keluarga daftarkan sdg bpjs"
"5772","sy nge daftar akun koq tgl lahir tdk sesuai dgn kepesertaan bpjs tgl lahir daftar sesuai ktp skg permintaan tdk proses mohon perbaiki"
"5773"," login gk bsa nyetak kartu"
"5774"," eror login susah login suruh serba online eror gitu"
"5775"," kemarin aktivasi akun dapet sms kode verifikasi ya banget kemarin nunggu tolong bantuannya"
"5776"," update bukasetelah update buffer loading trusapk developer kelas hasil kerja "
"5777"," log in captha salah maksudnya sdh memasukkan kode "
"5778"," keluarga memiliki nomer hp anehnya skrg mindahin faskes berbeda aplikasinya jelek pejabatnya korup sengaja biar mempersulit rakyat"
"5779"," login perny masuk timeout ayo permudah login call bpjs ganti nomer kartu tanggal juni "
"5780","aplikasinya update update penuh memory sulit mengecek tagihannya"
"5781"," log in yah cobalah kmren ko aneh yah knp yah tolong infokan"
"5782","gabisa login lupa password udah klik lupa password terdaftar daftar udah terdaftar disistem gimana "
"5783"," diupdate hp ndak memori opsional pingin update ya bagus silahkan klo ndak pingin update ya tetep bsa dipakai dgn vitur "
"5784"," daftrin mertua gk autodepit min keterangam no hp tidk trdaftar sedngkan no hp kedftar bank klo dibnerin kasih bintang min"
"5785"," sih aplikasinya susah dibukasaya susah cetak kartu udh puluhan kali nyoba ttap perbaiki sistemnya"
"5786"," mempersulit kebanyakan birokrasi"
"5787"," semenjak daftar online daftar lg keterangan transaksi proses silahkan coba lg da menerua tolong perbaiki aplikasinya"
"5788","maaf gue kasih â tpi next login msk disuruh login berulang kali bru update aplikasinya eee blom mggu disuruh update lgi parah "
"5789"," install tp pilihan login gk bs dpemcet thnan download tp eror uninstall install tp gk login"
"5790"," jd bs login no terdaftar no kartu digit digit tolong penjelasan"
"5791"," jkn jgn upgrade donkklo upgrade kayak haruskan gitu mohon diperhatikan"
"5792","perhari tgl turun kelas cek pembayaran kelas gimana min paimin"
"5793"," buka update cuman loading gk kluar tampilan akhire gagal mohon diperbaiki "
"5794"," smua otomatis update knp tdk buka slalu disuruh update knp programnya sebagus dlu"
"5795"," loginchaptca munculdikata jaringan eksekusi berjalan solusinya donk"
"5796"," buka update nggak praktis banget banget update"
"5797","sya daftar peserta terdaftar mna caray login gx via email sya peserta barumau daftar mobile"
"5798"," bpjs bayar pelayanan samakan dgn gratisdi kasih obat generik semuakepada mengaduapa mentri kesehatan"
"5799"," lemot cal senter hub susah laporan jga tertulis jga gagal trus tolong tingkatkan lgi aplikasinya jngn sekedar "
"5800"," update bukadan memakai situs ap download klo buka situs nyaman"
"5801"," ya membayar disuruh update update ya"
"5802"," aneh update suruh login loginnya masukin nomor kartu keluarin kartu dompetlemari payah"
"5803"," bintang karna memuaskan alasan apliksi mencukupi pendaftaranatau megaktif bpjs ditangungmohon perbaiki"
"5804","tolong perbaiki lihat kartu peserta loadaing transaksi tidao proses kaya lgi kirim uang aj "
"5805"," update loading ganti faskes terhambat tolong diperbaiki trims"
"5806","daftar jkn ribet yamau cetak kartu pembayaranku sidah terpenuhi embuat sistem susah digital cepat kendala"
"5807","wooy admin umur daftar bpjs regristrasi data maksundnya min"
"5808"," verifikasi muncul tanggal lahir sesuai tolong perbaiki pakai cetak id "
"5809"," memiliki bpjs kls januari iuran ketentuan juli mohon kebijaksanaan bpjs menindak lanjuti"
"5810"," pindah klinik tp daftarnya sdh berubah tp gambar kartu nga klinik "
"5811"," sistem update update liat dasboard garagara notif update mohon perbaikin"
"5812","iya bettull kebanyakan update fitur yaa update ya "
"5813"," jkn mobile diperbaikikarena pendaftaran gagal gagal trus tdk beres harap diperbaikisupaya masyarakat pengguna tdk kecewaterima kasih"
"5814"," merasakan manfaat berbeda berwudhu merasakannya ya kesalahan wudhu ya seringkali orang âasalasalanâ berwudhu maksudnya wudhu basah maksud wudhu suci noda"
"5815","knapa tdk si pakai tulisanya aplikasinya update udh update bgitu jg keluarnya knapa"
"5816"," pns aktif pemda klaten pensiun alasan bpjs me non aktifkan bpjs bayar periksa kesehatan ysng akir nopember periksa bsyar tg desember periksa bayar tg nopember diaktifkan bpjs pandawa sertakan foto askes non aktif bpjs masak pns aktif non akifkan bpjs kecuali dimatikan"
"5817","haii kartu mendaftar download trus keterangan terdaftar kartunya blum mohon bantuannya"
"5818","maaf ya sy mengganti dokter faskes tulisan ganti sy mengganti ganti dokter jkn mobile"
"5819"," hrs sll update gk buka knp hrs isi gk berubah penambahan fitur gtu"
"5820","tolong bu masuk katannya salah tanggal lahir kartunnya tanggal lahir tolong bantuannya bu"
"5821"," udh pakai persi terbaru loh ko update sih"
"5822"," lemot daftar pengguna jkn mobilehuuwpayah silahkan coba "
"5823"," pngguna jkn mobile knapa daftar jkn mobile sesi masukan no hp gagal kode aktivasi"
"5824"," diupdate sych tgl mei sy update klo tdk diupdate tdk terbukagimana sych"
"5825","gimana nih update sruh login ulang udh login smpe capek ttp ngk gimana "
"5826","kenala update versi terbaru restart data lupa pasword email pasword jkn nyusahin"
"5827","tolong dibantu bpjs terima kasih"
"5828"," hrus sring update ribet trus hrus log in kali update msk tiqp mnggu update trus tolong tingkatkan "
"5829"," log in ya tulisan transaksi diproses silahkan coba "
"5830","kecewa semenjak pembaruan masuk mobile jkngagal butuhin banget gitu apl mobile jkn membantu "
"5831"," daftar akun kirim no hp verifikasi gagal pulsa udah isi pulsa gagal transaksi proses ampun dehh"
"5832"," perbaruiko ngeleq mulu sih liat data perubahan data suka coba tolong perbaiki kaya "
"5833"," februari juli merubah data peserta pindah faskes klik menu ubah data peserta dr menu upgrade versi terbaru bermasalah mananya"
"5834"," cek no kartu bpjs gimana ya"
"5835","suruh update terbaru gimana udah main iurannya terserah terserah terserahpayah"
"5836","sulit app update update lemot kasian sepuh pake riweh makasi"
"5837"," ya susah ku sinyalku lemot emang aplikasinya muter "
"5838","krn prmintaan sms screening update pilih salah menu muncul transaksi dpt diproses silhkan coba bbrp ap salah"
"5839","terkadang info bpjs meresahkan masyarakat turunkan tarif bpjs dimasa pandemi "
"5840","susah banget masuk login update versi terbaru suruh update lgi update tolong maksimalkan"
"5841"," ganti no hp pake wa hadehh"
"5842"," mendaftar muncul notif tanggal lahir bpjs memasukan data sesuai tertera kartu bpjs ya utu"
"5843"," ganti pass ribet pake no hp pulsanya ğ ribet gmna "
"5844","maaf masuk app ko gk daftar ya terdaftar mohon bantuan "
"5845"," riwayat pelayanan diagnosa tanggal tanggal tanggal berobat"
"5846"," gagal daftar online transaksi diproses silahkan coba hadehh mempersulit "
"5847"," upgrade gimana mendadak sakit parah trus buka jkn hp upgrade membahayakan nyawa"
"5848"," bagus klewat bagus login sampe bego masukperbaiki iuran doang naikin "
"5849"," sulit login jkn mobile capatha reload reload gimana ni server layanan masyarakat pemerintah lola responsif"
"5850"," gimna ko mengerti dimna pakai penolakan dri klinik kartukan no account "
"5851"," buka susahloading kamatau sisuruh log in lagibuang kuotahallo tolong min dipermudah kitabukan dipersulit inibayar mahal"
"5852","update apliksi sudahisi pulsa udah susahnya masukin kode verivikasi aplikasinya time out pulsa abiskesedot sms kode verivikasi"
"5853"," dibukadisuruh masukin captacaptanya ja muncul adakesel jdi aplikasinya"
"5854","tanggal lahir udah bener tanggal lahir sesuaimau masuk daftar proses udah nunggu masuk tetep "
"5855"," udh update tp update tolak menutup solusinya "
"5856","tolong tingkatkan gangguan mulu gmna bayar no seri buka keesokan kena denda tolong tingkatkan "
"5857","fitur pangaduan keluahan ko respon csnya katax keluhan ckup masuk fitur pengaduan cpt respon contack centernya sih fiturnya cmn sekedar hiasan "
"5858"," update berkalikali ya"
"5859"," update gk udh bberapa kali"
"5860"," login susah pili lp sandi ku ikutin bilang terdaftar pilih daftar bilang suda terdaftar hadeh jengkel "
"5861","tolong aplikasinya mantapkan lg min kali masuk tdk akunnya ğ"
"5862","sdh hri nie bsa dibuka dibuka tulisan transaksi dpt diproses gimna sih tolong diperbaiki susah klo liat status pembayaran no va ad diaplikasi jkn kis "
"5863"," buka maunya update truscape dehhh"
"5864"," download register alasan tanggal lahir beda kepesertaan bpjs sesuai data sebenar gmna solusi sperti "
"5865"," bsa masuk mobile jkn mohon benrkan rubah fakses bayar jga telat"
"5866","kartu anak dinonaktifkan pemberitahuan rutin bayar iuran sekeluarga gimana sih bpjs"
"5867"," yak kirim kartu email susah banget muter terusss butuh banget cetak kartunya tolong jngn loading mulu"
"5868","parah daftar bbrp kali tetep sj gk login username pengguna terdaftar tp sisi anggota keluarga terdaftar"
"5869","udah download register bsa isi data alasan tanggal lahir beda kepesertaan bpjs gimana solusinya "
"5870"," bagus cek tagihan tpi sekarangsekarang ny pake loading gagal ayo tingkatkan kualitas aplikasinya"
"5871"," simpel log in memakai opsi nomor kartu nomor ponsel masyarakat familiar penggunaan email"
"5872","anehsiang td daftar gagalsorenya cb lg tulisan sdh terdaftartp blm dpt no kartu bpjs pembayaran iuaran trus pie"
"5873"," sy suka dgn tp knp akhir akhir perbaharui upgrade eh upgrade lg"
"5874"," kali login update nyaâ trus dah update besok login update terussssssss mhon perbaiki"
"5875"," susah login error transaksi diproses lihat data error transaksi diproses serius sih app "
"5876"," daftar sbg peserta jkn kis onlinesemua ikuti panduan tp masukan email kodenya masuk kecewatlg terkait"
"5877","lemooottt dr kmrn pdhlmau pindah faskes lemooooooot bgttt iniii keterangan transaksi diproses trus tolong diperbaiki plgi skg disarankan online tolong perbaiki onlinenya"
"5878"," update minggu login minggu sekang pemberitahuan update menolak update app lgsg mohon perbaiki"
"5879","tolong sy daftarin anak suami diproses hrd udah daftarinkatanya tgl mei aktif ajadatang kntr bpjs kesehatan penjelasan "
"5880","up plz kepotong jaringan bagus tetep ya kasih solusi "
"5881"," ya masuk login udah pencet captcha gambarnya gimana ya gitu mohon bantu donkk"
"5882"," daftar lihat kolom komentar suruh updaye versi updatenya tersedia"
"5883"," login sinyal udah masukin no verifikasi gagal mulu kirim kode verifikasinya"
"5884","skrg log in bsa trs password pdhal udh direset sesuai dikirim email blgny captca salah trs gmna udh bsa log in bsa dipake"
"5885"," eror update nggak nggak mutu"
"5886"," diperbaharui trs mingguknp sih buka diperbaharui trs sistem gmn kalihabis kuota bln aj perbarui "
"5887","gimana sihaku tuh udah terdaftartp loggin usernamenobpjs salah sih passwaku jga dah benergimana nihh"
"5888"," tolong diperhatikan buka update sdh update mksi tolong diperhatikan masukan"
"5889","susah banget buka mengubah data kepesertaan proses knp yah bnget update "
"5890","perangkat userknpa hp sy gk login mobile jkn ytiap login ketrngn "
"5891"," sdh hubungi call center bpjs sdh merubah data tp login jkn mobile knp kartu kis bpjs berbeda"
"5892"," perbarui tp muter ya jkn buka karna perbarui coba bantuannya nih sy cek jkn sy nih anak sy sakit"
"5893"," knpa login buka menu kluar gitu hadehhh"
"5894"," suka mu daftarvajak gagal tibatiba kmbali kewawal"
"5895"," kesalahan disalah keluarga niknya berbeda bpjs ktp diperbaiki kesalahannya dipakai berobat kesalahan"
"5896","maaf sebelumnyasaya tanyaapakah kartu bpjs tdk berlaku melahirkan operasi sc"
"5897","capeee coba buka ngeleg historireview customer membuka applikasi ngeleg enak kali yak developer bertindak "
"5898"," jkn eror ngecek tagihan bayar knp setatus tagihan "
"5899"," perbaharui maksudnya ap jdi bnget banget hadeh masak buka perbaharui mf bintang berkuranh "
"5900","perbaiki pendaftaran akun tpi login karna captcha salah udah bener"
"5901"," data muncul klo mendaftar perubahan data capilmau daftar online tp data salah"
"5902","min dibantu ngk masuk akun udh benermasak update trusudh update suruh updatestarzzzini "
"5903"," transfer premi cek riwayat pembayaran mobile jkn disuruh update update buka tu hadeuhhhh"
"5904","update mulu tp bs akses smua riwayat kunjungan dokter email "
"5905","update teroooos udah males buka ngecek status pembayaran sebulan update update "
"5906"," bug merubah alamat diisi tombol simpannya scrool menyimpan alamat terbaru"
"5907"," tolong persulitudah kantor bpjs kesehatan suruh aplikasipas masuk susah masuk menu sesuai anjurkan"
"5908","tolong perbaiki aplikasinya krn membatu tlong ya admin kluar kalimat transaksi proses"
"5909"," butuh cetak kartu daftar sulit gara nomer hp sesuai nomer hp pakai "
"5910"," yaak daftar keterangan nomer hp siihh nomer hp udah bener"
"5911","pengembangan sistem peningkatan layanan dipertimbangkan kemampuan pendukung sistemnya lemotttuntuk diaksesğğ"
"5912","stelah update login dibilang terdaftar cek terdaftar mohon solusi"
"5913"," dikit dikit mintak dii update bingung buka slalu minyak update memutuskan bpjs mandiri perusahaantolong dii perbaiki lagii "
"5914"," butuhkan mm lihat kartu difital udah coba jam keluarnya silahkan coba "
"5915","sebener pembaharuan jg tp pembaharuan login pake akun no kartu ribet"
"5916"," minggu apliaksi error mulu transaksi prosessilakan coba gitu mulu tolong perbaiki "
"5917","hi admin selesai update login ya reset password jg susah butuh perubahan data faskes secepatnya"
"5918","heran aps rakyat banget error pencet tau tau update terusan"
"5919"," log in update apps tolong diperbaiki update trbaru dianggap blm daftaranehhh suruh daftar lg eror tolong bener klo update"
"5920"," bagus inilama lemot banget dibuka transaksi gagal hadeeh ngasih bintang tega pulaa"
"5921"," sih update terusss bosan sayah pake plikasi gini tolong perbaiki kayak maksa suruh update ngak update ngak akses perbaiki kasi bintang ngerti ngak siiiii"
"5922"," slalu update berulang"
"5923"," login transaksi berhasil admin tolong diperbaiki kinerja aplikasinya terimakasih"
"5924"," membayar iuran bpjs harga pembayaran ny turun yaapakah terjadipesan presiden ny turuntapi turun ya"
"5925"," suruh update mulu diupdate "
"5926"," update riwayat chat konsultasi hilang konsultasi saatwaktu "
"5927"," daftar log in susah banget buset time out mulu jaringan bagus giliran otp masuk tolonglah"
"5928"," puasa bpjs bayar iuran sakit rawat inap daftar loket bpjs aktif nonaktifkan karna iuran bulanan masuk bayar iuran bpjs gimana ya tolong dibantu bpjs pake"
"5929"," muncul versi terbarutapi update tulisan updatemalah uninstal buka sajatapi pilih disuruh upgrade"
"5930"," update lancar buka update login salah username password mohon penjelasannya"
"5931"," tanggal lahir sesuai ktp kartu kis registrasi tanggal lahir sesuai kartu kis maksudnya coba"
"5932"," aneh sih registrasi akun tp udah isi notif tgl lahir sesuai kepesertaan aneh"
"5933","otp verifikasi sms kudu pulsatolong tambahkan email"
"5934","capek tau update update buka update musti login "
"5935"," memasuki era digital serba onlinetolong iti program jng pilih sdm"
"5936"," gk masuk gk masuk mhn penjelasan "
"5937","gima sih bayar ribet mita ampun sesuai tangal tentukan langsung bayar hati bingun udah bpjs solusinya "
"5938","mohon infonyabagaimana mengaktifkan kartu bpjs ya pindah bpjs mandiri status kartu aktif"
"5939"," update update lagiii gimana "
"5940"," diupdate susah masuknya transaksi blm diproses ganti faskes lwt online susah huuuuuuuuuf gimana doooong"
"5941"," buka aplk update beda sebulan update bermasalah "
"5942"," rekening auto debit buka"
"5943","login gagal indikatornya user name email or password salah pdhal sblmnya login pakai username pswd "
"5944","kasih bintang diinstall akses captcha munculmuncul bug apalah mesti diperbaiki"
"5945","mencoba ganti faskes berkalikali gagal silahkan coba ganti ganti "
"5946"," gk dipakai cuman ngecek tagihan doang itupun tagihan akun "
"5947","ngga login muncul captcha masukan salah reset password berkali kali tetep ngga tolong perbaiki mending akses"
"5948","kayak update gagal terpasang karna "
"5949"," bermanfaat buka login ya jd ribet deh kudu ngisi no kartu "
"5950"," update pilihan updatenya gimana sih buka app close mohon perbaiki"
"5951","udah seminggu ganti data pribadi langsung gitu sih bantu "
"5952"," ganti hape update versi terbaru ya terbaru versinyamalah apps jkn habis login liat menu krn terhalang info update"
"5953"," bpjs sulit masyarakat pengahasilan rendahboro tuk bayar bpjs makan sanbpjs rumit antri kebanyakn abaikan"
"5954"," cepat perbarui aplikasinya diperbarui jg otomatis langsung dibuka pemaksaan banget"
"5955","selesai verifikasi emailudah pilih kelas mo nulis nomer rekening bank tibatiba terhenti not respondingselesai dechga dilanjutin ndaftarnyacoba daftar ulang udah bisasabaaaaaar "
"5956"," pendaftaran mobile mudah tdk log in data terverifikasi captcha error tdk bs masuk account terdaftar tolong diperbaiki"
"5957"," rada ngeselin yatiap buka musti kudu updatepdhl isinya tambahanjdi males bngt ngabisin memori ğ"
"5958"," daftar karna nik suami terdaftar nama orang gimana "
"5959"," update abis update hrus login ulang dblang blum terdaftar terpaksa uninstall reinstall ribeeettttt"
"5960"," ya buka mobile jkn disuruh apdate dihapus apknya hp butuh dihapus nyebelin"
"5961"," coba daftar masukin no hp pdhl coba berkali dr operator axis byu tree no didaftarkan"
"5962"," update faskes tuk anak sya mengharuskan nmor hp pk nomor hp jd bgmn anak sya umur thn hrs nmor hp"
"5963"," daftar diverifikasi login sekalimau daftar bisamohon bantu data daftar direset dlujadi bsa ddaftar "
"5964"," kartu bpjs ubah faskes online jg kantor cabang bpjs"
"5965"," buka upgrade tolong setting upgrade download dpt info"
"5966","log innya banget prosesnya mohon diperbaiki mudah log in gimana coba fitur aplikasinya log in susah makasih"
"5967"," update bersifat memaksa coba update memaksa ditekan dibuka update"
"5968"," adaaa ajaa mohon maaf server kesalahan tolong perbaiki tingkatkan terimakasih"
"5969"," update kacau buka buka update udah diupdate"
"5970"," jkn mobile eggk instal"
"5971"," update pdhal penambahan menu klo gk diupdate gabisa buka ğ semoga peningkatan dahğ"
"5972"," update update sampe ehh update lg tolong dibenahi yaa"
"5973","gimana sih daftar aktivasi akun gagal mengisi email email aktif coba ttp gagal"
"5974"," utk jadwal mengubah tmp faskes pilihan dokter mengubahmenambahmeengurangi anggota keluarga"
"5975"," kode otp masuk nomor handphone udah berulang kali kirim ulang kode mohon bantuannya"
"5976"," update nih trend pembayaran peserta jdi ketahuan tunggakkan brpnya"
"5977","halo bpjsknapa sya login mnggunakan akun googletolong perbaikisampay skarang tdk login"
"5978"," daftar aktivasi akun muncul tgl lahir sesuai kepersetaan bpjs tgl lahir sesuai tolong penjelasannya terima kasih"
"5979"," smnjak berita iuran bpjs tdk jd naikaplikasia tdk bsa dgunakan sdh reinstal jg ttp "
"5980"," sulit daftar akun peserta bpjs akun bpjs mobile ko dipersulit "
"5981","sy aktivasi tp ttp tdk daftar mobile anehh coba berulang ulang dr reset password smpe login lg ttp tdk tolong mindi cek kasih arah biar vs mudah"
"5982"," upgrade log out sndiri log in bilang terdaftar gmn sih "
"5983"," daftar kjs mobile notif no kartu bpjs salahpadahal sesuaikenapa ya"
"5984","udah registrasi sesuai ktp kartu bpjs tanggal lahir salah maksud "
"5985","app mendukung fitur konsultasi dokter buka dokternya konsultasi fitunya gtu"
"5986","kartu tinggal mengaktifkan langsung kantor tolong infonya "
"5987"," mauk app terdaftar mw daftar tp gk tolong ya diperbaiki no kartu daftar gk smua nomer ditulis "
"5988","tolong perbaikimasa perbaharui masukan lg no bpjs sm sandi nyakalau ngak bawa kartu susah cek lihat nta"
"5989","parah update versi terbaru lola buka fitur membutuhkan menit"
"5990","pembayaran denda gimana anjurkan bpjs kesehatan brilink kantor pos dr sistem muncul"
"5991","tolong update minggu update udah update tolong ditingkatkan ya biar apaapa dikit update"
"5992","kasih bintang heran jaringan bagus masuk bilangnya jaringan stabil"
"5993"," list bayarkan program relaksasi urut berdasarkan tanggal acak klo berdasarkan nomor urut pembayaran"
